# Multilingual Central Repository	spa	http://adimen.si.ehu.es/web/MCR/	CC BY 3.0 
00001740-a	lemma	capaz
00001740-n	lemma	entidad
00001740-r	lemma	a capella
00001740-v	lemma	aspirar
00001740-v	lemma	respirar
00001930-n	lemma	entidad física
00002098-a	lemma	incapaz
00002137-n	lemma	abstracción
00002452-n	lemma	cosa
00002684-n	lemma	cosa
00002684-n	lemma	objeto
00002684-n	lemma	objeto físico
00002684-n	lemma	objeto inanimado
00003093-r	lemma	apenas
00003093-r	lemma	escasamente
00003316-v	lemma	aspirar
00003553-a	lemma	incipiente
00003553-a	lemma	naciente
00003553-n	lemma	conjunto
00003553-n	lemma	unidad
00003553-n	lemma	unidad completa
00004032-v	lemma	suspirar
00004258-n	lemma	organismo
00004258-n	lemma	ser
00004258-n	lemma	ser vivo
00004296-a	lemma	último
00004475-n	lemma	organismo
00004475-n	lemma	ser
00004475-n	lemma	ser vivo
00004492-v	lemma	contener
00004492-v	lemma	retener
00004605-v	lemma	emanar
00004605-v	lemma	emitir
00004605-v	lemma	exhalar
00004967-r	lemma	simplemente
00005107-a	lemma	completo
00005205-a	lemma	absoluto
00005205-a	lemma	completo
00005205-a	lemma	perfecto
00005205-a	lemma	puro
00005205-a	lemma	total
00005718-a	lemma	infinito
00005787-n	lemma	bentos
00006032-a	lemma	comparativo
00006032-a	lemma	relativo
00006100-v	lemma	tos convulsiva
00006269-n	lemma	vida
00006484-n	lemma	célula
00007012-v	lemma	soplar
00007347-n	lemma	agente causal
00007347-n	lemma	causa
00007846-n	lemma	alguien
00007846-n	lemma	alguno
00007846-n	lemma	alma
00007846-n	lemma	humano
00007846-n	lemma	individuo
00007846-n	lemma	mortal
00007846-n	lemma	persona
00007846-n	lemma	ser humano
00007990-a	lemma	resistente
00008055-v	lemma	parpadear
00008195-v	lemma	aletear
00008195-v	lemma	pestañear
00008299-v	lemma	guiñar
00008435-v	lemma	ahogar
00009046-a	lemma	moderado
00009147-v	lemma	cambiar
00009147-v	lemma	mudar
00009492-v	lemma	descamar
00009492-v	lemma	pelarse
00009541-r	lemma	a plomo
00009541-r	lemma	completamente
00009631-v	lemma	sacudir
00009650-r	lemma	perfectamente
00010047-r	lemma	imperfectamente
00010047-r	lemma	mal
00010435-v	lemma	actuar
00010435-v	lemma	comprtarse
00010435-v	lemma	obrar
00010759-r	lemma	solamente
00010914-r	lemma	aún
00011757-a	lemma	abstracto
00011982-v	lemma	encomiar
00011982-v	lemma	ensalzar
00012071-a	lemma	conceptual
00012129-r	lemma	bien
00012362-a	lemma	conceptual
00012689-a	lemma	ideal
00012932-a	lemma	ideológico
00013092-r	lemma	bien
00013160-a	lemma	concreto
00013236-r	lemma	mal
00013328-v	lemma	jugar
00013442-a	lemma	objetivo
00013615-v	lemma	simular
00013626-r	lemma	bien
00013626-r	lemma	confortablemente
00013662-a	lemma	real
00013887-a	lemma	abundante
00014014-r	lemma	mal
00014014-r	lemma	malamente
00014034-v	lemma	agitar
00014034-v	lemma	agitarse
00014034-v	lemma	menear
00014034-v	lemma	sacudir
00014034-v	lemma	temblar
00014201-v	lemma	estremecerse
00014201-v	lemma	temblar
00014201-v	lemma	tiritar
00014285-r	lemma	considerablemente
00014285-r	lemma	muy
00014285-r	lemma	sustancialmente
00014358-a	lemma	abundante
00014405-v	lemma	descansar
00014405-v	lemma	reposar
00014490-a	lemma	abundante
00014549-v	lemma	moverse
00014742-v	lemma	dormir
00014858-a	lemma	extenso
00015097-a	lemma	fácil
00015135-r	lemma	muy
00015247-a	lemma	abundante
00015247-a	lemma	abundoso
00015388-n	lemma	animal
00015388-n	lemma	bestia
00015388-n	lemma	criatura
00015388-n	lemma	fauna
00015498-v	lemma	dormir una siesta
00015498-v	lemma	echar una cabezada
00015498-v	lemma	echar una siesta
00015498-v	lemma	sestear
00015713-v	lemma	dormirse
00015854-a	lemma	abundante
00015946-v	lemma	hibernar
00015946-v	lemma	invernar
00016183-v	lemma	estivar
00016647-a	lemma	verde
00016678-r	lemma	con malicia
00016678-r	lemma	maliciosamente
00016702-v	lemma	asentir
00016756-a	lemma	escaso
00016950-r	lemma	mal
00016950-r	lemma	malvadamente
00017024-a	lemma	raro
00017222-n	lemma	flora
00017222-n	lemma	planta
00017222-n	lemma	plantae
00017241-r	lemma	peor
00017282-v	lemma	adormecerse
00017282-v	lemma	dormirse
00017352-a	lemma	abusado
00017352-a	lemma	maltratado
00017531-v	lemma	acostarse
00017531-v	lemma	encamarse
00017639-r	lemma	aún
00017639-r	lemma	peor
00017639-r	lemma	todavía
00017639-r	lemma	ya
00017782-a	lemma	aceptable
00017865-v	lemma	acostarse
00017865-v	lemma	echarse
00017865-v	lemma	encamarse
00017865-v	lemma	estirarse
00017865-v	lemma	ir a dormir
00017865-v	lemma	irse al catre
00017865-v	lemma	retirarse
00017865-v	lemma	tenderse
00017865-v	lemma	tumbarse
00017881-r	lemma	incluso mientras
00017881-r	lemma	justo mientras
00018158-v	lemma	aparecer
00018158-v	lemma	despertarse
00018158-v	lemma	levantarse
00018265-r	lemma	incluso
00018405-v	lemma	levantar
00018526-v	lemma	desadormecerse
00018526-v	lemma	despabilarse
00018526-v	lemma	despertar
00018526-v	lemma	despertarse
00018526-v	lemma	resucitar
00018584-a	lemma	inaceptable
00018584-a	lemma	inadmisible
00018584-a	lemma	inconveniente
00018813-v	lemma	despertar
00018850-a	lemma	censurable
00018850-a	lemma	inaceptable
00019128-n	lemma	objeto natural
00019273-v	lemma	adormecer
00019448-v	lemma	afectar
00019613-n	lemma	sustancia
00019731-a	lemma	cómodo
00019731-a	lemma	práctico
00019731-a	lemma	útil
00019792-v	lemma	atacar
00019900-r	lemma	animadamente
00020090-n	lemma	substancia
00020090-n	lemma	sustancia
00020103-a	lemma	alejado
00020103-a	lemma	distante
00020103-a	lemma	remoto
00020259-v	lemma	quedarse levantado
00020259-v	lemma	trasnochar
00020259-v	lemma	velar
00020280-r	lemma	constantemente
00020280-r	lemma	incesantemente
00020280-r	lemma	perpetuamente
00020280-r	lemma	siempre
00020449-v	lemma	mantener despierto
00020449-v	lemma	quedarse despierto
00020449-v	lemma	quedarse levantado
00020476-r	lemma	constantemente
00020476-r	lemma	invariablemente
00020476-r	lemma	siempre
00020671-v	lemma	hipnotizar
00020671-v	lemma	mesmerizar
00020787-a	lemma	acomodaticio
00020787-a	lemma	amable
00020787-a	lemma	atento
00020787-a	lemma	servicial
00020827-n	lemma	materia
00020827-n	lemma	sustancia
00020997-r	lemma	nunca
00021110-a	lemma	atento
00021265-n	lemma	alimento
00021265-n	lemma	comida
00021265-n	lemma	nutriente
00021265-n	lemma	nutrimento
00021265-n	lemma	sustento
00021403-a	lemma	poco amable
00021403-a	lemma	poco atento
00021403-a	lemma	poco gentil
00021403-a	lemma	poco servicial
00021554-v	lemma	eterizar
00021679-v	lemma	cocainizar
00021734-n	lemma	nutriente
00021766-a	lemma	exacto
00021766-a	lemma	preciso
00021826-v	lemma	cloroformizar
00021939-n	lemma	artefacto
00021997-v	lemma	anestesiar por congelación
00022099-v	lemma	despertar
00022099-v	lemma	reanimar
00022099-v	lemma	reavivar
00022099-v	lemma	resucitar
00022099-v	lemma	volver en sí
00022219-a	lemma	fiel
00022437-a	lemma	preciso
00022686-v	lemma	estimular
00022903-n	lemma	artículo
00023100-n	lemma	rasgo psicológico
00023271-n	lemma	cognición
00023271-n	lemma	conocimiento
00023271-n	lemma	noesis
00023271-n	lemma	saber
00023380-v	lemma	catexiar
00023383-a	lemma	impreciso
00023383-a	lemma	inexacto
00023773-n	lemma	motivación
00023773-n	lemma	motivo
00023773-n	lemma	necesidad
00024047-v	lemma	despertar
00024047-v	lemma	reanimarse
00024047-v	lemma	resucitar
00024047-v	lemma	revivir
00024047-v	lemma	volver en sí
00024257-r	lemma	nada
00024264-n	lemma	atributo
00024264-n	lemma	característica
00024264-n	lemma	rasgo
00024682-r	lemma	en ningún modo
00024720-n	lemma	estado
00024834-a	lemma	desacostumbrado
00024834-a	lemma	deshabituado
00024996-a	lemma	nuevo
00025203-v	lemma	tensar
00025238-a	lemma	ácido
00025470-a	lemma	ácido
00025654-v	lemma	relajar
00025985-v	lemma	liberar
00025985-v	lemma	relajar
00026061-r	lemma	aquí y allá
00026137-r	lemma	de alguna manera
00026137-r	lemma	de algún modo
00026137-r	lemma	en algún modo
00026168-a	lemma	básico
00026192-n	lemma	sensación
00026192-n	lemma	sentimiento
00026385-v	lemma	relajar
00026416-r	lemma	de algún modo
00027064-v	lemma	calentar
00027167-n	lemma	lugar
00027247-a	lemma	reconocido
00027268-v	lemma	estirar
00027705-v	lemma	extender
00027807-n	lemma	forma
00028270-n	lemma	tiempo
00028280-a	lemma	supuesto
00028362-v	lemma	estimular
00028362-v	lemma	revigorizar
00028362-v	lemma	tonificar
00028362-v	lemma	vigorizar
00028471-a	lemma	supuesto
00028565-v	lemma	sonreír
00028651-n	lemma	espacio
00028672-a	lemma	desconocido
00028672-a	lemma	ignorado
00028672-a	lemma	no reconocido
00028797-r	lemma	sin embargo
00028923-r	lemma	ligeramente
00028984-a	lemma	secreto
00029025-v	lemma	sonreír abiertamente
00029037-r	lemma	además
00029037-r	lemma	en cualquier caso
00029336-v	lemma	sonreír afectadamente
00029336-v	lemma	sonreír burlonamente
00029367-r	lemma	además
00029367-r	lemma	adicionalmente
00029367-r	lemma	más aún
00029367-r	lemma	por lo demás
00029378-n	lemma	evento
00029518-v	lemma	burlarse
00029518-v	lemma	mofarse
00029630-v	lemma	rebuznar
00029677-n	lemma	proceso
00029836-v	lemma	aullar de risa
00029836-v	lemma	reir a carcajadas
00030010-v	lemma	reírse con disimulo
00030010-v	lemma	reírse disimuladamente
00030142-v	lemma	reírse tontamente
00030358-n	lemma	acción
00030358-n	lemma	acto
00030366-v	lemma	morirse de risa
00030366-v	lemma	partirse de risa
00030443-r	lemma	adicionalmente
00031264-n	lemma	agrupación
00031264-n	lemma	colectivo
00031264-n	lemma	grupo
00031540-v	lemma	reírse a carcajadas
00031663-v	lemma	reírse ahogadamente
00031663-v	lemma	reírse bajito
00031663-v	lemma	reírse entre dientes
00031820-v	lemma	reír
00031921-n	lemma	relación
00031921-n	lemma	vínculo
00031974-a	lemma	activo
00031974-a	lemma	dinámico
00032414-v	lemma	reírse a carcajadas
00032539-v	lemma	mofarse
00032539-v	lemma	sonreír burlonamente
00032613-n	lemma	posesión
00032733-a	lemma	dinámico
00032733-a	lemma	enérgico
00032733-a	lemma	ligero
00032733-a	lemma	rápido
00032733-a	lemma	ágil
00032981-v	lemma	fruncir
00033020-n	lemma	comunicación
00033421-r	lemma	en un instante
00033421-r	lemma	instantáneamente
00033421-r	lemma	sin dilación
00033574-a	lemma	inactivo
00033615-n	lemma	cantidad
00033615-n	lemma	cuantía
00033615-n	lemma	medida
00033852-v	lemma	fruncir el entrecejo
00033922-r	lemma	en seguida
00033922-r	lemma	pronto
00034032-a	lemma	latente
00034213-n	lemma	fenómeno
00034322-a	lemma	lento
00034403-r	lemma	en cualquier instante
00034403-r	lemma	en cualquier momento
00034403-r	lemma	en un instante
00034479-n	lemma	cosa
00034500-r	lemma	hombro a hombro
00034500-r	lemma	juntos
00034574-n	lemma	bondad
00034710-a	lemma	activo
00034777-n	lemma	abdominoplastia
00034924-a	lemma	activo
00035189-n	lemma	logro
00035189-n	lemma	realización
00035465-a	lemma	activo
00036254-a	lemma	abierto
00036362-v	lemma	lavar
00036609-r	lemma	extensivamente
00036685-v	lemma	lavar con esponja
00036762-n	lemma	hazaña
00036762-n	lemma	logro
00036780-v	lemma	fregar
00036780-v	lemma	frotar
00037006-n	lemma	obra maestra
00037200-n	lemma	crédito
00037200-n	lemma	haber
00037396-n	lemma	acción
00037396-n	lemma	acto
00037396-n	lemma	hecho
00037457-a	lemma	activo
00037653-a	lemma	progresivo
00037680-v	lemma	afeitar a navaja
00037919-v	lemma	bañar
00038365-v	lemma	desenmarañar
00038365-v	lemma	desenredar
00038365-v	lemma	peinar
00038388-r	lemma	dentro del útero
00038388-r	lemma	en el útero
00038462-a	lemma	latente
00038489-r	lemma	en el vacío
00038750-a	lemma	activo
00038849-v	lemma	aderezar
00038849-v	lemma	arreglar
00038849-v	lemma	arreglarse el pelo
00038849-v	lemma	atusar
00038849-v	lemma	cardar
00038849-v	lemma	marcar
00038849-v	lemma	peinar
00038849-v	lemma	peinar con estilo
00039021-n	lemma	interacción
00039211-n	lemma	interacción
00039297-n	lemma	contacto
00039318-r	lemma	aparentemente
00039318-r	lemma	claramente
00039318-r	lemma	claro
00039318-r	lemma	evidentemente
00039318-r	lemma	manifiestamente
00039318-r	lemma	obviamente
00039318-r	lemma	patentemente
00039488-v	lemma	ondular
00039545-n	lemma	encontronazo
00039545-n	lemma	encuentro violento
00039592-a	lemma	pasivo
00039824-v	lemma	permanentar
00039941-r	lemma	aparentemente
00039941-r	lemma	cara a cara
00039941-r	lemma	ostensiblemente
00040058-a	lemma	dócil
00040152-n	lemma	intercambio
00040325-a	lemma	activo
00040353-v	lemma	acicalarse
00040353-v	lemma	almohazar
00040353-v	lemma	arreglarse
00040353-v	lemma	cuidarse
00040365-r	lemma	de nuevo
